batch_size,max_epochs,error_decrease_tolerance,patience,min_epochs,learning_rate,lambda_tikhonov,alpha_momentum,metrics,collect_data,collect_data_batch,verbose,topology,validation_error_mean,validation_error_variance
12,100,0.1,5,0,0.5,0.0001,0.9,[<function mean_squared_error at 0x0000016198DEDB20>],False,False,False,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0.0001, 'learning_rate': 0.5, 'patience': 5, 'training_set_len': 92, 'alpha_momentum': 0.9, 'min_epochs': 0, 'minibatch_size': 12, 'max_epochs': 100, 'error_decrease_tolerance': 0.1, 'epochs': [0, 0, 0, 0], 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0)], 'mean_epoch_train_time': [0, 0, 0, 0], 'training_mean_squared_error': [[], [], [], []], 'validation_mean_squared_error': [[], [], [], []], 'training_batch_mean_squared_error': [[], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], []], 'mean_metrics': array([0.22228843, 0.23820152, 0.175902  , 0.22107379]), 'variance_metrics': array([0., 0., 0., 0.])}"
