adamax,adamax_learning_rate,alpha_momentum,batch_size,error_increase_tolerance,exp_decay_rate_1,exp_decay_rate_2,lambda_tikhonov,learning_rate,lr_decay_tau,max_epochs,metrics,min_epochs,patience,topology,stats,metrics_names,mean_metrics,variance_metrics,mean_best_validation_training_error
False,0.002,0.1,20,1e-05,0.9,0.999,0.0001,0.01,250,600,"[<function mean_euclidean_error at 0x7fccf8aad120>, <function mean_squared_error at 0x7fccf8aad6c0>]",100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 10: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 11: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 12: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 13: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 14: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 15: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 16: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 17: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 18: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 19: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 20: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 21: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 22: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 23: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 24: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 25: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 26: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 27: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 28: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 29: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 30: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 31: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 32: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 33: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 34: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 35: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 36: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 37: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 38: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 39: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 40: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 41: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 42: ['output_2', 'identity', [], []], 43: ['output_2', 'identity', [], []], 44: ['output_2', 'identity', [], []]}","{'max_epochs': 600, 'training_set_len': 534, 'min_epochs': 100, 'eta_tau': 5e-06, 'nesterov': False, 'learning_rate': 0.0005, 'minibatch_size': 20, 'patience': 8, 'lambda_tikhonov': 0.0001, 'exp_decay_rates_1': 0.9, 'lr_decay_tau': 250, 'adamax': False, 'adamax_learning_rate': 0.0001, 'alpha_momentum': 0.1, 'error_increase_tolerance': 1e-05, 'exp_decay_rates_2': 0.999, 'retraing_es_error': -1, 'units_weights': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'epochs': [109, 109, 109], 'mean_epoch_train_time': [0, 0, 0], 'units_weights_batch': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999997)], 'training_mean_euclidean_error': [[], [], []], 'validation_mean_euclidean_error': [[], [], []], 'training_batch_mean_euclidean_error': [[], [], []], 'validation_batch_mean_euclidean_error': [[], [], []], 'training_mean_squared_error': [[], [], []], 'validation_mean_squared_error': [[], [], []], 'training_batch_mean_squared_error': [[], [], []], 'validation_batch_mean_squared_error': [[], [], []], 'mean_metrics': [0.9921766380127673, 1.1146615433003597], 'variance_metrics': [0.002226449003756111, 0.010170008045722703], 'mean_best_validation_training_error': 0.5807712618213592}","['mean_euclidean_error', 'mean_squared_error']","[0.9921766380127673, 1.1146615433003597]","[0.002226449003756111, 0.010170008045722703]",0.5807712618213592
True,0.07,0.5,20,1e-05,0.9,0.999,0.0001,0.1,0,600,"[<function mean_euclidean_error at 0x7fccf8aad120>, <function mean_squared_error at 0x7fccf8aad6c0>]",100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 10: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 11: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 12: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 13: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 14: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 15: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 16: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 17: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 18: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 19: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 20: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 21: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 22: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 23: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 24: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 25: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 26: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 27: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 28: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 29: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 30: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 31: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 32: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 33: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 34: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 35: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 36: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 37: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 38: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 39: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 40: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 41: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 42: ['output_2', 'identity', [], []], 43: ['output_2', 'identity', [], []], 44: ['output_2', 'identity', [], []]}","{'max_epochs': 600, 'training_set_len': 534, 'min_epochs': 100, 'eta_tau': 5e-05, 'nesterov': False, 'learning_rate': 0.005, 'minibatch_size': 20, 'patience': 8, 'lambda_tikhonov': 0.0001, 'exp_decay_rates_1': 0.9, 'lr_decay_tau': 0, 'adamax': True, 'adamax_learning_rate': 0.0035000000000000005, 'alpha_momentum': 0.5, 'error_increase_tolerance': 1e-05, 'exp_decay_rates_2': 0.999, 'retraing_es_error': -1, 'units_weights': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'epochs': [600, 600, 600], 'mean_epoch_train_time': [0, 0, 0], 'units_weights_batch': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999997), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999982)], 'training_mean_euclidean_error': [[], [], []], 'validation_mean_euclidean_error': [[], [], []], 'training_batch_mean_euclidean_error': [[], [], []], 'validation_batch_mean_euclidean_error': [[], [], []], 'training_mean_squared_error': [[], [], []], 'validation_mean_squared_error': [[], [], []], 'training_batch_mean_squared_error': [[], [], []], 'validation_batch_mean_squared_error': [[], [], []], 'mean_metrics': [0.4547434891422775, 0.25994099506217544], 'variance_metrics': [0.00029041217489623024, 0.00030928365396856597], 'mean_best_validation_training_error': 0.25716454209375683}","['mean_euclidean_error', 'mean_squared_error']","[0.4547434891422775, 0.25994099506217544]","[0.00029041217489623024, 0.00030928365396856597]",0.2571645420937568
True,0.07,0.5,40,1e-05,0.9,0.999,1e-05,0.1,0,600,"[<function mean_euclidean_error at 0x7fccf8aad120>, <function mean_squared_error at 0x7fccf8aad6c0>]",100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]], 10: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 11: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 12: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 13: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 14: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 15: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 16: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 17: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 18: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 19: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 20: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 21: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 22: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 23: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 24: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 25: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 26: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 27: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 28: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 29: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 30: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 31: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 32: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 33: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 34: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 35: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 36: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 37: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 38: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 39: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 40: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 41: ['hidden_1', 'sigmoid', [1], [42, 43, 44]], 42: ['output_2', 'identity', [], []], 43: ['output_2', 'identity', [], []], 44: ['output_2', 'identity', [], []]}","{'max_epochs': 600, 'training_set_len': 534, 'min_epochs': 100, 'eta_tau': 2.5e-05, 'nesterov': False, 'learning_rate': 0.0025, 'minibatch_size': 40, 'patience': 8, 'lambda_tikhonov': 1e-05, 'exp_decay_rates_1': 0.9, 'lr_decay_tau': 0, 'adamax': True, 'adamax_learning_rate': 0.0017500000000000003, 'alpha_momentum': 0.5, 'error_increase_tolerance': 1e-05, 'exp_decay_rates_2': 0.999, 'retraing_es_error': -1, 'units_weights': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'epochs': [600, 600, 600], 'mean_epoch_train_time': [0, 0, 0], 'units_weights_batch': [{41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}, {41: [], 40: [], 39: [], 38: [], 37: [], 36: [], 35: [], 34: [], 33: [], 32: [], 31: [], 30: [], 29: [], 28: [], 27: [], 26: [], 25: [], 24: [], 23: [], 22: [], 21: [], 20: [], 19: [], 18: [], 17: [], 16: [], 15: [], 14: [], 13: [], 12: [], 11: [], 10: [], 44: [], 43: [], 42: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999997), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999996)], 'training_mean_euclidean_error': [[], [], []], 'validation_mean_euclidean_error': [[], [], []], 'training_batch_mean_euclidean_error': [[], [], []], 'validation_batch_mean_euclidean_error': [[], [], []], 'training_mean_squared_error': [[], [], []], 'validation_mean_squared_error': [[], [], []], 'training_batch_mean_squared_error': [[], [], []], 'validation_batch_mean_squared_error': [[], [], []], 'mean_metrics': [0.6892260320137372, 0.564334411942892], 'variance_metrics': [9.990217650579713e-05, 0.00041794536926892525], 'mean_best_validation_training_error': 0.565284164261342}","['mean_euclidean_error', 'mean_squared_error']","[0.6892260320137372, 0.564334411942892]","[9.990217650579713e-05, 0.00041794536926892525]",0.565284164261342
