alpha_momentum,batch_size,error_decrease_tolerance,lambda_tikhonov,learning_rate,max_epochs,min_epochs,patience,topology,stats,mean_metrics,variance_metrics
0.9,5,1e-08,0,0.5,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 5, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.1, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.18880950953519723], 'variance_metrics': [0.007934430207443369]}",[0.18880950953519723],[0.007934430207443369]
0.9,5,1e-08,0,0.6,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 5, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.12, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.05486601096901263], 'variance_metrics': [0.002637810196543145]}",[0.05486601096901263],[0.002637810196543145]
0.9,5,1e-08,0,0.7,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 5, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.13999999999999999, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999989), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.16385172980826587], 'variance_metrics': [0.0046416959644537065]}",[0.16385172980826587],[0.0046416959644537065]
0.9,5,1e-08,0,0.8,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 5, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.16, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.0688110884419551], 'variance_metrics': [0.00332935855501964]}",[0.0688110884419551],[0.00332935855501964]
0.9,5,1e-08,0,0.9,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 5, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.18, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.1420027550932515], 'variance_metrics': [0.009393083458375456]}",[0.1420027550932515],[0.009393083458375456]
0.9,8,1e-08,0,0.5,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 8, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.0625, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999996)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.18859078993532533], 'variance_metrics': [0.0028791657932599963]}",[0.18859078993532533],[0.0028791657932599963]
0.9,8,1e-08,0,0.6,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 8, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.075, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999993), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999993)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.22690667809454063], 'variance_metrics': [0.007832095669861549]}",[0.22690667809454063],[0.007832095669861549]
0.9,8,1e-08,0,0.7,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 8, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.0875, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999993), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999994)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.12165831900107482], 'variance_metrics': [0.001594414613272023]}",[0.12165831900107482],[0.001594414613272023]
0.9,8,1e-08,0,0.8,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 8, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.1, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994), datetime.timedelta(days=-1, seconds=86399, microseconds=999995)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.12731800392875908], 'variance_metrics': [0.013346844045172872]}",[0.12731800392875908],[0.013346844045172872]
0.9,8,1e-08,0,0.9,600,80,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'lambda_tikhonov': 0, 'max_epochs': 600, 'patience': 50, 'minibatch_size': 8, 'error_decrease_tolerance': 1e-08, 'min_epochs': 80, 'alpha_momentum': 0.9, 'training_set_len': 100, 'learning_rate': 0.1125, 'units_weights': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'total_train_time': [datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999995), datetime.timedelta(days=-1, seconds=86399, microseconds=999994)], 'mean_epoch_train_time': [0, 0, 0, 0, 0], 'epochs': [0, 0, 0, 0, 0], 'units_weights_batch': [{20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}, {20: [], 19: [], 18: [], 17: [], 21: []}], 'training_mean_squared_error': [[], [], [], [], []], 'validation_mean_squared_error': [[], [], [], [], []], 'training_batch_mean_squared_error': [[], [], [], [], []], 'validation_batch_mean_squared_error': [[], [], [], [], []], 'mean_metrics': [0.13334590101189836], 'variance_metrics': [0.0045341325976759285]}",[0.13334590101189836],[0.0045341325976759285]
