adamax,alpha_momentum,batch_size,lambda_tikhonov,learning_rate,max_epochs,min_epochs,topology,stats,mean_mean_squared_error,mean_accuracy,var_mean_squared_error,var_accuracy,mean_best_validation_training_error
False,0.65,4,0,0.65,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 4, 'max_epochs': 150, 'alpha_momentum': 0.65, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.0017499999999999998, 'training_set_len': 100, 'adamax_learning_rate': 0.0005, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.175, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.14809649222442586, 0.8166666666666667], 'variance_metrics': [0.010254004229954058, 0.012222222222222221], 'mean_best_validation_training_error': 0.029699818979235876}",0.1480964922244258,0.8166666666666667,0.010254004229954,0.0122222222222222,0.0296998189792358
False,0.9,4,0,0.5,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 4, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.00125, 'training_set_len': 100, 'adamax_learning_rate': 0.0005, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.125, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.03351445541923937, 0.9333333333333333], 'variance_metrics': [0.0019988105005146546, 0.009444444444444446], 'mean_best_validation_training_error': 0.02199349793034125}",0.0335144554192393,0.9333333333333332,0.0019988105005146,0.0094444444444444,0.0219934979303412
False,0.9,8,0,0.65,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 8, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.0008749999999999999, 'training_set_len': 100, 'adamax_learning_rate': 0.00025, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.0875, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.16690062014910778, 0.8166666666666667], 'variance_metrics': [0.018008961794426494, 0.022638888888888896], 'mean_best_validation_training_error': 0.04059150737428195}",0.1669006201491077,0.8166666666666667,0.0180089617944264,0.0226388888888888,0.0405915073742819
False,0.65,8,0,0.65,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 8, 'max_epochs': 150, 'alpha_momentum': 0.65, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.0008749999999999999, 'training_set_len': 100, 'adamax_learning_rate': 0.00025, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.0875, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.1211950975704508, 0.8], 'variance_metrics': [0.010110116598498146, 0.03569444444444445], 'mean_best_validation_training_error': 0.04781970298912926}",0.1211950975704508,0.8,0.0101101165984981,0.0356944444444444,0.0478197029891292
False,0.9,8,0,0.5,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 8, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.000625, 'training_set_len': 100, 'adamax_learning_rate': 0.00025, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.0625, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.11555802261402164, 0.8416666666666666], 'variance_metrics': [0.005869623450707037, 0.00930555555555556], 'mean_best_validation_training_error': 0.048447056764470454}",0.1155580226140216,0.8416666666666666,0.005869623450707,0.0093055555555555,0.0484470567644704
False,0.9,8,0,0.6,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 8, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.00075, 'training_set_len': 100, 'adamax_learning_rate': 0.00025, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.075, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.1012216817189, 0.8416666666666668], 'variance_metrics': [0.0063393226130903065, 0.01763888888888889], 'mean_best_validation_training_error': 0.02878945295126441}",0.1012216817189,0.8416666666666668,0.0063393226130903,0.0176388888888888,0.0287894529512644
False,0.65,4,0,0.5,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 4, 'max_epochs': 150, 'alpha_momentum': 0.65, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.00125, 'training_set_len': 100, 'adamax_learning_rate': 0.0005, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.125, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.1524427037758152, 0.8083333333333333], 'variance_metrics': [0.00247554057348185, 0.0018055555555555563], 'mean_best_validation_training_error': 0.040205536578906756}",0.1524427037758152,0.8083333333333333,0.0024755405734818,0.0018055555555555,0.0402055365789067
False,0.9,4,0,0.65,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 4, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.0017499999999999998, 'training_set_len': 100, 'adamax_learning_rate': 0.0005, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.175, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.04196151796437626, 0.9416666666666667], 'variance_metrics': [0.006610680514254175, 0.013611111111111107], 'mean_best_validation_training_error': 0.011336958169493472}",0.0419615179643762,0.9416666666666668,0.0066106805142541,0.0136111111111111,0.0113369581694934
False,0.65,8,0,0.6,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 8, 'max_epochs': 150, 'alpha_momentum': 0.65, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.00075, 'training_set_len': 100, 'adamax_learning_rate': 0.00025, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.075, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.09716401915932944, 0.875], 'variance_metrics': [0.011016303258590114, 0.018749999999999996], 'mean_best_validation_training_error': 0.03366325431027003}",0.0971640191593294,0.875,0.0110163032585901,0.0187499999999999,0.03366325431027
False,0.9,4,0,0.6,150,50,"{0: ['input_0', None, [], [17, 18, 19, 20]], 1: ['input_0', None, [], [17, 18, 19, 20]], 2: ['input_0', None, [], [17, 18, 19, 20]], 3: ['input_0', None, [], [17, 18, 19, 20]], 4: ['input_0', None, [], [17, 18, 19, 20]], 5: ['input_0', None, [], [17, 18, 19, 20]], 6: ['input_0', None, [], [17, 18, 19, 20]], 7: ['input_0', None, [], [17, 18, 19, 20]], 8: ['input_0', None, [], [17, 18, 19, 20]], 9: ['input_0', None, [], [17, 18, 19, 20]], 10: ['input_0', None, [], [17, 18, 19, 20]], 11: ['input_0', None, [], [17, 18, 19, 20]], 12: ['input_0', None, [], [17, 18, 19, 20]], 13: ['input_0', None, [], [17, 18, 19, 20]], 14: ['input_0', None, [], [17, 18, 19, 20]], 15: ['input_0', None, [], [17, 18, 19, 20]], 16: ['input_0', None, [], [17, 18, 19, 20]], 17: ['hidden_1', 'sigmoid', [1], [21]], 18: ['hidden_1', 'sigmoid', [1], [21]], 19: ['hidden_1', 'sigmoid', [1], [21]], 20: ['hidden_1', 'sigmoid', [1], [21]], 21: ['output_2', 'sigmoid', [1], []]}","{'exp_decay_rate_2': 0.999, 'minibatch_size': 4, 'max_epochs': 150, 'alpha_momentum': 0.9, 'nesterov': False, 'lr_decay_tau': 0, 'retraing_es_error': -1, 'adamax': False, 'eta_tau': 0.0015, 'training_set_len': 100, 'adamax_learning_rate': 0.0005, 'min_epochs': 50, 'error_increase_tolerance': inf, 'patience': 5, 'exp_decay_rate_1': 0.9, 'lambda_tikhonov': 0, 'learning_rate': 0.15, 'epochs': [150, 150, 150, 150, 150], 'mean_metrics': [0.13299496286376528, 0.8333333333333333], 'variance_metrics': [0.006434325068143247, 0.011805555555555559], 'mean_best_validation_training_error': 0.04357950077150885}",0.1329949628637652,0.8333333333333333,0.0064343250681432,0.0118055555555555,0.0435795007715088
