adamax,adamax_learning_rate,alpha_momentum,batch_size,error_increase_tolerance,exp_decay_rate_1,exp_decay_rate_2,lambda_tikhonov,learning_rate,lr_decay_tau,max_epochs,min_epochs,patience,topology,stats,mean_mean_euclidean_error,mean_mean_squared_error,var_mean_euclidean_error,var_mean_squared_error,mean_best_validation_training_error
True,0.05,0.5,20,1e-05,0.9,0.999,0.0001,0.1,0,600,100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 10: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 11: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 12: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 13: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 14: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 15: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 16: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 17: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 18: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 19: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 20: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 21: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 22: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 23: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 24: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 25: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 26: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 27: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 28: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 29: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 30: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 31: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 32: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 33: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 34: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 35: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 36: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 37: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 38: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 39: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 40: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 41: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 42: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 43: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 44: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 45: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 46: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 47: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 48: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 49: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 50: ['output_2', 'identity', [], []], 51: ['output_2', 'identity', [], []], 52: ['output_2', 'identity', [], []]}","{'retraing_es_error': -1, 'nesterov': False, 'min_epochs': 100, 'max_epochs': 600, 'patience': 8, 'alpha_momentum': 0.5, 'training_set_len': 534, 'adamax': True, 'minibatch_size': 20, 'exp_decay_rate_2': 0.999, 'adamax_learning_rate': 0.0025, 'lr_decay_tau': 0, 'exp_decay_rate_1': 0.9, 'eta_tau': 5e-05, 'learning_rate': 0.005, 'error_increase_tolerance': 1e-05, 'lambda_tikhonov': 0.0001, 'epochs': [600, 600, 600], 'mean_metrics': [0.5664326314984511, 0.3968639025666481], 'variance_metrics': [0.0007028212668860646, 0.0011443576271144087], 'mean_best_validation_training_error': 0.39108768089658863}",0.5664326314984511,0.3968639025666481,0.000702821266886,0.0011443576271144,0.3910876808965886
True,0.05,0.5,40,1e-05,0.95,0.999,0.0001,0.1,0,600,100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 10: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 11: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 12: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 13: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 14: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 15: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 16: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 17: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 18: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 19: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 20: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 21: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 22: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 23: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 24: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 25: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 26: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 27: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 28: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 29: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 30: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 31: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 32: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 33: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 34: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 35: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 36: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 37: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 38: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 39: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 40: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 41: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 42: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 43: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 44: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 45: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 46: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 47: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 48: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 49: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 50: ['output_2', 'identity', [], []], 51: ['output_2', 'identity', [], []], 52: ['output_2', 'identity', [], []]}","{'retraing_es_error': -1, 'nesterov': False, 'min_epochs': 100, 'max_epochs': 600, 'patience': 8, 'alpha_momentum': 0.5, 'training_set_len': 534, 'adamax': True, 'minibatch_size': 40, 'exp_decay_rate_2': 0.999, 'adamax_learning_rate': 0.00125, 'lr_decay_tau': 0, 'exp_decay_rate_1': 0.95, 'eta_tau': 2.5e-05, 'learning_rate': 0.0025, 'error_increase_tolerance': 1e-05, 'lambda_tikhonov': 0.0001, 'epochs': [600, 600, 600], 'mean_metrics': [1.526686065806954, 2.5244123544424757], 'variance_metrics': [0.00039962290177599354, 0.005304583437392224], 'mean_best_validation_training_error': 2.5036543392891333}",1.526686065806954,2.524412354442476,0.0003996229017759,0.0053045834373922,2.5036543392891333
True,0.07,0.5,20,1e-05,0.9,0.999,1e-05,0.1,0,600,100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 10: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 11: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 12: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 13: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 14: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 15: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 16: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 17: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 18: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 19: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 20: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 21: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 22: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 23: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 24: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 25: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 26: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 27: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 28: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 29: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 30: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 31: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 32: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 33: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 34: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 35: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 36: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 37: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 38: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 39: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 40: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 41: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 42: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 43: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 44: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 45: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 46: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 47: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 48: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 49: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 50: ['output_2', 'identity', [], []], 51: ['output_2', 'identity', [], []], 52: ['output_2', 'identity', [], []]}","{'retraing_es_error': -1, 'nesterov': False, 'min_epochs': 100, 'max_epochs': 600, 'patience': 8, 'alpha_momentum': 0.5, 'training_set_len': 534, 'adamax': True, 'minibatch_size': 20, 'exp_decay_rate_2': 0.999, 'adamax_learning_rate': 0.0035000000000000005, 'lr_decay_tau': 0, 'exp_decay_rate_1': 0.9, 'eta_tau': 5e-05, 'learning_rate': 0.005, 'error_increase_tolerance': 1e-05, 'lambda_tikhonov': 1e-05, 'epochs': [600, 600, 600], 'mean_metrics': [0.3060481262861097, 0.12400258898516142], 'variance_metrics': [7.35179881193473e-05, 1.4804238950970973e-05], 'mean_best_validation_training_error': 0.12221846553039604}",0.3060481262861097,0.1240025889851614,7.35179881193473e-05,1.4804238950970971e-05,0.122218465530396
True,0.05,0.5,40,1e-05,0.9,0.999,0.0001,0.1,0,600,100,8,"{0: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 1: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 2: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 3: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 4: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 5: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 6: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 7: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 8: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 9: ['input_0', None, [], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]], 10: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 11: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 12: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 13: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 14: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 15: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 16: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 17: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 18: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 19: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 20: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 21: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 22: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 23: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 24: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 25: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 26: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 27: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 28: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 29: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 30: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 31: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 32: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 33: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 34: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 35: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 36: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 37: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 38: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 39: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 40: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 41: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 42: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 43: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 44: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 45: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 46: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 47: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 48: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 49: ['hidden_1', 'sigmoid', [1], [50, 51, 52]], 50: ['output_2', 'identity', [], []], 51: ['output_2', 'identity', [], []], 52: ['output_2', 'identity', [], []]}","{'retraing_es_error': -1, 'nesterov': False, 'min_epochs': 100, 'max_epochs': 600, 'patience': 8, 'alpha_momentum': 0.5, 'training_set_len': 534, 'adamax': True, 'minibatch_size': 40, 'exp_decay_rate_2': 0.999, 'adamax_learning_rate': 0.00125, 'lr_decay_tau': 0, 'exp_decay_rate_1': 0.9, 'eta_tau': 2.5e-05, 'learning_rate': 0.0025, 'error_increase_tolerance': 1e-05, 'lambda_tikhonov': 0.0001, 'epochs': [600, 600, 600], 'mean_metrics': [1.3387362374749712, 1.9596932007889707], 'variance_metrics': [0.0004896478720911716, 0.003570740583624747], 'mean_best_validation_training_error': 1.9389549681665617}",1.3387362374749712,1.9596932007889707,0.0004896478720911,0.0035707405836247,1.9389549681665617
